species,cover,transect,cover_type
Festuca_perennis,15,Wetland-4,Exotic
Lysimachia_arvensis,2,Wetland-4,Exotic
Festuca_myuros,3,Wetland-4,Exotic
Helminthotheca_echioides,1,Wetland-4,Exotic
Festuca_bromoides,25,Wetland-4,Exotic
Festuca_perennis,4,Wetland-4,Exotic
Bromus_hordeaceus,9,Wetland-4,Exotic
Helminthotheca_echioides,1,Wetland-4,Exotic
Festuca_myuros,2,Wetland-4,Exotic
Helminthotheca_echioides,2,Wetland-4,Exotic
Avena_fatua,2,Wetland-4,Exotic
Festuca_perennis,15,Wetland-4,Exotic
Bromus_hordeaceus,3,Wetland-4,Exotic
Bromus_diandrus,1,Wetland-4,Exotic
Medicago_polymorpha,5,Wetland-4,Exotic
Helminthotheca_echioides,1,Wetland-4,Exotic
Festuca_perennis,14,Wetland-4,Exotic
Bromus_hordeaceus,4,Wetland-4,Exotic
Festuca_perennis,50,Wetland-4,Exotic
Bromus_hordeaceus,4,Wetland-4,Exotic
Bromus_hordeaceus,6,Wetland-4,Exotic
Festuca_perennis,75,Wetland-4,Exotic
Bromus_diandrus,3,Wetland-4,Exotic
Sonchus_sp,1,Wetland-4,Exotic
Medicago_polymorpha,3,Wetland-4,Exotic
Festuca_perennis,60,Wetland-4,Exotic
Bromus_diandrus,10,Wetland-4,Exotic
Bromus_hordeaceus,25,Wetland-4,Exotic
Convolvulus_arvensis,2,Bioswale-1,Exotic
Tragopogon_porrifolius,1,Bioswale-1,Exotic
Festuca_perennis,76,Bioswale-1,Exotic
Medicago_polymorpha,6,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Bromus_diandrus,11,Bioswale-1,Exotic
Helminthotheca_echioides,12,Bioswale-1,Exotic
Avena_barbata,5,Bioswale-1,Exotic
Festuca_perennis,50,Bioswale-1,Exotic
Bromus_diandrus,1,Bioswale-1,Exotic
Convolvulus_arvensis,3,Bioswale-1,Exotic
Sonchus_sp,2,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Medicago_polymorpha,1,Bioswale-1,Exotic
Sonchus_asper,2,Bioswale-1,Exotic
Geranium_dissectum,5,Bioswale-1,Exotic
Festuca_perennis,30,Bioswale-1,Exotic
Helminthotheca_echioides,1,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Avena_barbata,4,Bioswale-1,Exotic
Convolvulus_arvensis,1,Bioswale-1,Exotic
Helminthotheca_echioides,1,Bioswale-1,Exotic
Bromus_hordeaceus,2,Bioswale-1,Exotic
Avena_barbata,14,Bioswale-1,Exotic
Bromus_diandrus,9,Bioswale-1,Exotic
Festuca_perennis,2,Bioswale-1,Exotic
Medicago_polymorpha,4,Bioswale-1,Exotic
Vicia_sativa,2,Bioswale-1,Exotic
Convolvulus_arvensis,2,Bioswale-1,Exotic
Geranium_dissectum,6,Bioswale-1,Exotic
Vicia_sativa,22,Bioswale-1,Exotic
Bromus_diandrus,3,Bioswale-1,Exotic
Avena_barbata,8,Bioswale-1,Exotic
Festuca_perennis,18,Bioswale-1,Exotic
Medicago_polymorpha,2,Bioswale-1,Exotic
Geranium_dissectum,17,Bioswale-1,Exotic
Bromus_hordeaceus,2,Bioswale-1,Exotic
Bromus_diandrus,29,Bioswale-1,Exotic
Avena_fatua,5,Bioswale-1,Exotic
Medicago_polymorpha,8,Bioswale-1,Exotic
Vicia_sativa,14,Bioswale-1,Exotic
Helminthotheca_echioides,1,Bioswale-1,Exotic
Avena_barbata,6,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Bromus_diandrus,7,Bioswale-1,Exotic
Festuca_perennis,4,Bioswale-1,Exotic
Geranium_dissectum,6,Bioswale-1,Exotic
Vicia_sativa,2,Bioswale-1,Exotic
Vicia_sativa,7,Bioswale-1,Exotic
Bromus_diandrus,5,Bioswale-1,Exotic
Bromus_hordeaceus,8,Bioswale-1,Exotic
Festuca_perennis,4,Bioswale-1,Exotic
Avena_barbata,10,Bioswale-1,Exotic
Geranium_dissectum,3,Bioswale-1,Exotic
Helminthotheca_echioides,1,Bioswale-1,Exotic
Avena_barbata,4,Bioswale-1,Exotic
Vicia_sativa,7,Bioswale-1,Exotic
Festuca_perennis,13,Bioswale-1,Exotic
Bromus_diandrus,1,Bioswale-1,Exotic
Geranium_dissectum,2,Bioswale-1,Exotic
Avena_barbata,11,Bioswale-1,Exotic
Festuca_perennis,5,Bioswale-1,Exotic
Bromus_diandrus,2,Bioswale-1,Exotic
Vicia_sativa,6,Bioswale-1,Exotic
Avena_barbata,1,Bioswale-1,Exotic
Festuca_perennis,3,Bioswale-1,Exotic
Avena_barbata,2,Bioswale-1,Exotic
Vicia_sativa,1,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Festuca_perennis,24,Bioswale-1,Exotic
Festuca_perennis,44,Bioswale-1,Exotic
Vicia_sativa,16,Bioswale-1,Exotic
Bromus_diandrus,1,Bioswale-1,Exotic
Avena_barbata,2,Bioswale-1,Exotic
Festuca_perennis,11,Bioswale-1,Exotic
Vicia_sativa,6,Bioswale-1,Exotic
Vicia_sativa,19,Bioswale-1,Exotic
Bromus_hordeaceus,72,Bioswale-1,Exotic
Festuca_perennis,9,Bioswale-1,Exotic
Medicago_polymorpha,3,Bioswale-1,Exotic
Festuca_perennis,100,Bioswale-1,Exotic
Bromus_hordeaceus,1,Bioswale-1,Exotic
Vicia_sativa,2,Bioswale-1,Exotic
Medicago_polymorpha,2,Bioswale-1,Exotic
Medicago_polymorpha,2,Bioswale-1,Exotic
Vicia_sativa,2,Bioswale-1,Exotic
Bromus_diandrus,5,Bioswale-1,Exotic
Festuca_perennis,1,Bioswale-1,Exotic
Ipomoea_sp.,3,VP-19,Exotic
Festuca_perennis,60,VP-19,Exotic
Bromus_hordeaceus,18,VP-19,Exotic
Geranium_dissectum,1,VP-19,Exotic
Ipomoea_sp.,16,VP-19,Exotic
Festuca_perennis,13,VP-19,Exotic
Polypogon_monspeliensis,1,VP-19,Exotic
Festuca_perennis,22,VP-19,Exotic
Ipomoea_sp.,7,VP-19,Exotic
Ipomoea_sp.,1,VP-19,Exotic
Helminthotheca_echioides,2,VP-19,Exotic
Medicago_polymorpha,85,VP-19,Exotic
Sonchus_asper,1,VP-19,Exotic
Lactuca_serriola,1,VP-19,Exotic
Helminthotheca_echioides,1,VP-19,Exotic
Helminthotheca_echioides,12,Phase 1,Exotic
Bromus_hordeaceus,1,Phase 1,Exotic
Festuca_perennis,1,Phase 1,Exotic
Geranium_dissectum,17,Phase 1,Exotic
Helminthotheca_echioides,3,Phase 1,Exotic
Avena_barbata,2,Phase 1,Exotic
Vicia_sativa,1,Phase 1,Exotic
Lactuca_saligna,1,Phase 1,Exotic
Bromus_diandrus,16,Phase 1,Exotic
Bromus_hordeaceus,20,Phase 1,Exotic
Festuca_perennis,1,Phase 1,Exotic
Festuca_myuros,1,Phase 1,Exotic
Geranium_dissectum,9,Phase 1,Exotic
Festuca_perennis,1,Phase 1,Exotic
Lythrum_hyssopifolia,1,Phase 1,Exotic
Lythrum_hyssopifolia,1,Phase 1,Exotic
Helminthotheca_echioides,1,Phase 1,Exotic
Helminthotheca_echioides,2,Phase 1,Exotic
Lythrum_hyssopifolia,1,Phase 1,Exotic
Lythrum_hyssopifolia,1,Phase 1,Exotic
Lythrum_hyssopifolia,3,Phase 1,Exotic
Lythrum_hyssopifolia,2,Phase 1,Exotic
Helminthotheca_echioides,1,Phase 1,Exotic
Centaurium_tenuiflorum,1,Phase 1,Exotic
Lythrum_hyssopifolia,3,Phase 1,Exotic
Polypogon_monspeliensis,1,Phase 1,Exotic
Helminthotheca_echioides,23,Phase 1,Exotic
Festuca_perennis,70,Phase 1,Exotic
Bromus_hordeaceus,3,Phase 1,Exotic
Centaurium_tenuiflorum,1,Phase 1,Exotic
Geranium_dissectum,4,Phase 1,Exotic
Helminthotheca_echioides,55,Phase 1,Exotic
Festuca_perennis,11,Phase 1,Exotic
Bromus_hordeaceus,2,Phase 1,Exotic
Bromus_diandrus,2,Phase 1,Exotic
Carduus_pycnocephalus,1,Phase 1,Exotic
Lactuca_serriola,1,Phase 1,Exotic
Centaurium_tenuiflorum,1,Phase 1,Exotic
Geranium_dissectum,14,Phase 1,Exotic
Sonchus_asper,2,Phase 1,Exotic
Sonchus_sp,2,VP-16,Exotic
Festuca_perennis,15,VP-16,Exotic
Festuca_perennis,92,VP-16,Exotic
Bromus_hordeaceus,4,VP-16,Exotic
Medicago_polymorpha,45,Bioswale-1,Exotic
Geranium_dissectum,2,Bioswale-1,Exotic
Avena_fatua,1,Bioswale-1,Exotic
Festuca_perennis,46,Bioswale-1,Exotic
Vicia_sativa,18,Bioswale-1,Exotic
Tragopogon_porrifolius,1,Bioswale-1,Exotic
Medicago_polymorpha,60,Bioswale-1,Exotic
Festuca_perennis,80,Bioswale-1,Exotic
Trifolium_hirtum,2,Bioswale-1,Exotic
Geranium_dissectum,1,Bioswale-1,Exotic
Vicia_sativa,3,Bioswale-1,Exotic
Convolvulus_arvensis,1,VP-16,Exotic
Convolvulus_arvensis,1,VP-16,Exotic
PVC,1,Upland-1,Other
PVC,6,Upland-1,Other
PVC,6,Upland-1,Other
mulch/woodchips,9,Upland-2,Other
mulch/woodchips,70,Upland-2,Other
mulch/woodchips,21,Upland-2,Other
mulch/woodchips,23,Upland-2,Other
mulch/woodchips,57,Upland-2,Other
mulch/woodchips,31,Upland-2,Other
PVC,7,Upland-2,Other
mulch/woodchips,8,Upland-2,Other
mulch/woodchips,9,Upland-2,Other
mulch/woodchips,48,Upland-2,Other
mulch/woodchips,15,Upland-2,Other
mulch/woodchips,40,Upland-2,Other
Feces,1,Upland-2,Other
mulch/woodchips,15,Upland-2,Other
mulch/woodchips,14,Upland-2,Other
algae,5,VP-04,Other
algae,10,VP-04,Other
algae,15,VP-04,Other
algae,10,VP-04,Other
algae,5,VP-04,Other
algae,2,VP-04,Other
algae,10,VP-08,Other
algae,4,VP-08,Other
algae,2,VP-08,Other
algae,2,VP-08,Other
algae,4,VP-08,Other
algae,5,VP-08,Other
boulder_rock,2,VP-08,Other
algae,30,VP-08,Other
algae,20,VP-08,Other
algae,35,VP-08,Other
algae,40,VP-08,Other
algae,10,VP-08,Other
algae,2,VP-08,Other
boulder_rock,2,VP-08,Other
algae,16,VP-08,Other
mulch/woodchips,40,VP-04,Other
mulch/woodchips,45,VP-04,Other
mulch/woodchips,40,VP-04,Other
algae,5,VP-06,Other
algae,2,VP-06,Other
PVC,1,VP-06,Other
algae,3,VP-06,Other
algae,4,VP-09,Other
algae,1,VP-09,Other
algae,2,VP-09,Other
log,4,VP-09,Other
algae,21,VP-07,Other
algae,18,VP-07,Other
algae,1,VP-07,Other
algae,33,VP-07,Other
algae,7,VP-07,Other
algae,7,VP-07,Other
algae,13,VP-07,Other
algae,46,VP-07,Other
algae,75,VP-07,Other
algae,15,VP-07,Other
algae,10,VP-06,Other
algae,1,VP-06,Other
algae,20,Wetland-3,Other
algae,45,Wetland-3,Other
algae,57,Wetland-3,Other
algae,45,Wetland-3,Other
algae,52,Wetland-3,Other
algae,48,Wetland-3,Other
algae,25,Wetland-3,Other
algae,36,Wetland-3,Other
algae,5,Wetland-3,Other
algae,12,Wetland-3,Other
algae,6,Wetland-3,Other
algae,2,Wetland-3,Other
algae,30,VP-14,Other
algae,60,VP-14,Other
algae,58,VP-14,Other
algae,48,VP-14,Other
algae,40,VP-14,Other
boulder_rock,1,VP-14,Other
algae,45,VP-14,Other
algae,23,VP-14,Other
Mouse Nest,1,VP-14,Other
algae,9,VP-14,Other
algae,21,VP-14,Other
algae,42,VP-14,Other
algae,68,VP-14,Other
algae,18,VP-14,Other
algae,7,VP-16,Other
algae,75,VP-16,Other
algae,77,VP-16,Other
algae,35,VP-16,Other
boulder_rock,47,Bioswale-1,Other
boulder_rock,42,Bioswale-1,Other
boulder_rock,5,Bioswale-1,Other
boulder_rock,4,Bioswale-1,Other
algae,5,VP-19,Other
algae,2,VP-19,Other
mulch/woodchips,40,VP-19,Other
mulch/woodchips,15,VP-19,Other
mulch/woodchips,30,VP-19,Other
boulder_rock,1,Phase 1,Other
algae,85,VP-16,Other
algae,88,VP-16,Other
algae,92,VP-16,Other
algae,95,VP-16,Other
algae,87,VP-16,Other
algae,84,VP-16,Other
algae,78,VP-16,Other
algae,1,VP-16,Other
Bare_ground,11,Phase 1,Other
Thatch,97,Phase 1,Other
Mowed_thatch,0,Phase 1,Other
Bare_ground,13,VP-03,Other
Thatch,9,VP-03,Other
Mowed_thatch,3,VP-03,Other
Bare_ground,21,VP-04,Other
Thatch,29,VP-04,Other
Mowed_thatch,145,VP-04,Other
Bare_ground,64,VP-06,Other
Thatch,18,VP-06,Other
Mowed_thatch,135,VP-06,Other
Bare_ground,38,VP-07,Other
Thatch,17,VP-07,Other
Mowed_thatch,127,VP-07,Other
Bare_ground,9,VP-08,Other
Thatch,15,VP-08,Other
Mowed_thatch,94,VP-08,Other
Bare_ground,73,VP-09,Other
Thatch,6,VP-09,Other
Mowed_thatch,0,VP-09,Other
Bare_ground,25,VP-14,Other
Thatch,141,VP-14,Other
Mowed_thatch,0,VP-14,Other
Bare_ground,6,VP-16,Other
Thatch,107,VP-16,Other
Mowed_thatch,0,VP-16,Other
Bare_ground,11,VP-19,Other
Thatch,208,VP-19,Other
Mowed_thatch,0,VP-19,Other
Bare_ground,88,Wetland-3,Other
Thatch,356,Wetland-3,Other
Mowed_thatch,20,Wetland-3,Other
Bare_ground,24,Upland-1,Other
Thatch,115,Upland-1,Other
Mowed_thatch,1119,Upland-1,Other
Bare_ground,5,Upland-2,Other
Thatch,15,Upland-2,Other
Mowed_thatch,498,Upland-2,Other
Bare_ground,7,Bioswale-1,Other
Thatch,177,Bioswale-1,Other
Mowed_thatch,72,Bioswale-1,Other
Bare_ground,22,Wetland-4,Other
Thatch,239,Wetland-4,Other
Mowed_thatch,10,Wetland-4,Other
